stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
545,543,s'Hort Nou 1 (543),,38.978626,1.414918,1722,https://eivissa.tib.org/web/cie/parades/-/parada/543
546,542,Cuatre Cantons (542),,38.963554,1.396505,1828,https://eivissa.tib.org/web/cie/parades/-/parada/542
547,537,Can Casa Llarga (537),,39.013046,1.343346,1680,https://eivissa.tib.org/web/cie/parades/-/parada/537
548,536,Can Ferrer (536),,39.030296,1.334739,1944,https://eivissa.tib.org/web/cie/parades/-/parada/536
549,539,Bassa Roja (539),,38.98394,1.370052,1748,https://eivissa.tib.org/web/cie/parades/-/parada/539
550,538,Can Tixedo (538),,38.99335,1.361908,1956,https://eivissa.tib.org/web/cie/parades/-/parada/538
551,610,Can Caus (610),,38.986565,1.437403,1934,https://eivissa.tib.org/web/cie/parades/-/parada/610
552,611,Can Pau (611),,38.980186,1.440829,2152,https://eivissa.tib.org/web/cie/parades/-/parada/611
553,608,Cas Barbé (608),,38.991947,1.433437,1719,https://eivissa.tib.org/web/cie/parades/-/parada/608
555,612,Can Magdalè (612),,38.96999,1.445504,1874,https://eivissa.tib.org/web/cie/parades/-/parada/612
556,613,Can Clavos (613),,38.957623,1.445712,1790,https://eivissa.tib.org/web/cie/parades/-/parada/613
558,619,Cafeteria es Port (619),,39.076588,1.440835,1700,https://eivissa.tib.org/web/cie/parades/-/parada/619
563,627,Can Pau (627),,38.980278,1.440829,2041,https://eivissa.tib.org/web/cie/parades/-/parada/627
564,626,sa Farinera (626),,38.96876,1.44609,1715,https://eivissa.tib.org/web/cie/parades/-/parada/626
565,625,Ca na Poua (625),,38.963062,1.446089,2153,https://eivissa.tib.org/web/cie/parades/-/parada/625
566,631,Santa Gertrudis (631),,38.997215,1.430697,1653,https://eivissa.tib.org/web/cie/parades/-/parada/631
567,630,Cas Barbé (630),,38.99214,1.433486,2081,https://eivissa.tib.org/web/cie/parades/-/parada/630
569,628,Can Caus (628),,38.986973,1.437108,1985,https://eivissa.tib.org/web/cie/parades/-/parada/628
572,633,Can Xoroiana (633),,39.008045,1.408818,1948,https://eivissa.tib.org/web/cie/parades/-/parada/633
574,639,Sant Mateu (639),,39.039078,1.383032,2181,https://eivissa.tib.org/web/cie/parades/-/parada/639
580,585,Museu d'Art Contemporani (585),,38.90864,1.435991,12371,https://eivissa.tib.org/web/cie/parades/-/parada/585
581,586,sa Carrossa (586),,38.907906,1.437723,12371,https://eivissa.tib.org/web/cie/parades/-/parada/586
582,587,Ajuntament (587),,38.90725,1.437663,12371,https://eivissa.tib.org/web/cie/parades/-/parada/587
584,590,H. Helios (590),,38.965775,1.297193,1795,https://eivissa.tib.org/web/cie/parades/-/parada/590
585,591,Bar Voramar (591),,38.966324,1.294723,2031,https://eivissa.tib.org/web/cie/parades/-/parada/591
586,593,H. Riviera (593),,38.96727,1.285678,2184,https://eivissa.tib.org/web/cie/parades/-/parada/593
587,592,H. Pinet (592),,38.966896,1.292219,2010,https://eivissa.tib.org/web/cie/parades/-/parada/592
589,597,Pacha (597),,38.91821,1.44236,1825,https://eivissa.tib.org/web/cie/parades/-/parada/597
591,601,Sant Miquel (601),,39.055088,1.437418,2118,https://eivissa.tib.org/web/cie/parades/-/parada/601
592,603,Can Mariano de sa Cova (603),,39.03191,1.431281,1772,https://eivissa.tib.org/web/cie/parades/-/parada/603
593,602,Can Sanç (602),,39.040802,1.433657,1972,https://eivissa.tib.org/web/cie/parades/-/parada/602
594,605,Can Casa Llarga - S.Eulàlia (605),,39.021397,1.428477,1842,https://eivissa.tib.org/web/cie/parades/-/parada/605
595,604,Can Reial (604),,39.02626,1.429773,1634,https://eivissa.tib.org/web/cie/parades/-/parada/604
596,607,Santa Gertrudis (607),,38.998474,1.430249,2026,https://eivissa.tib.org/web/cie/parades/-/parada/607
597,606,Can Roig (606),,39.013363,1.427568,1694,https://eivissa.tib.org/web/cie/parades/-/parada/606
598,5020,encreuament Jesús (5020),,38.92667,1.441335,1577,https://eivissa.tib.org/web/cie/parades/-/parada/5020
599,5012,Can Mosson (5012),,38.984413,1.493806,1818,https://eivissa.tib.org/web/cie/parades/-/parada/5012
600,5010,Pedra Blava (5010),,38.9789,1.477265,1607,https://eivissa.tib.org/web/cie/parades/-/parada/5010
601,5006,Can Xiquet Pou (5006),,38.9621,1.451999,1929,https://eivissa.tib.org/web/cie/parades/-/parada/5006
602,5007,Can Beia (5007),,38.971497,1.459442,2070,https://eivissa.tib.org/web/cie/parades/-/parada/5007
603,5053,Rest. Es Faralló (5053),,38.990578,1.544904,1978,https://eivissa.tib.org/web/cie/parades/-/parada/5053
604,5052,Can Guasch (5052),,38.986923,1.527145,1781,https://eivissa.tib.org/web/cie/parades/-/parada/5052
605,5049,Las Dalias (5049),,39.02859,1.557917,1642,https://eivissa.tib.org/web/cie/parades/-/parada/5049
607,5047,Can Vinyes (5047),,39.01137,1.550741,1589,https://eivissa.tib.org/web/cie/parades/-/parada/5047
608,5041,Las Dalias (5041),,39.028202,1.558118,2090,https://eivissa.tib.org/web/cie/parades/-/parada/5041
612,5039,Can Vinyes (5039),,39.011356,1.550822,1590,https://eivissa.tib.org/web/cie/parades/-/parada/5039
613,5035,Can Guasch (5035),,38.986862,1.527191,2024,https://eivissa.tib.org/web/cie/parades/-/parada/5035
614,5028,Pedra Blava (5028),,38.97905,1.477442,1673,https://eivissa.tib.org/web/cie/parades/-/parada/5028
615,5030,Can Mosson (5030),,38.98422,1.4926,2096,https://eivissa.tib.org/web/cie/parades/-/parada/5030
616,5024,Can Xiquet Pou (5024),,38.961628,1.451534,2123,https://eivissa.tib.org/web/cie/parades/-/parada/5024
617,5025,Can Beia (5025),,38.97102,1.458745,1582,https://eivissa.tib.org/web/cie/parades/-/parada/5025
618,5026,Can Creu (5026),,38.97444,1.463637,2143,https://eivissa.tib.org/web/cie/parades/-/parada/5026
621,5077,Sant Rafel 1 (5077),,38.961475,1.399802,2173,https://eivissa.tib.org/web/cie/parades/-/parada/5077
623,5060,Rest. Es Faralló (5060),,38.99078,1.545057,1920,https://eivissa.tib.org/web/cie/parades/-/parada/5060
624,5114,ses Arcades (5114),,39.066994,1.494596,1741,https://eivissa.tib.org/web/cie/parades/-/parada/5114
626,5102,Can Reiet (5102),,38.98627,1.478894,1796,https://eivissa.tib.org/web/cie/parades/-/parada/5102
627,5103,Es Caliu (5103),,38.99294,1.486117,2112,https://eivissa.tib.org/web/cie/parades/-/parada/5103
628,5090,Sant Rafel 1 (5090),,38.961403,1.399832,1757,https://eivissa.tib.org/web/cie/parades/-/parada/5090
632,1020,Cala Pada (1020),,38.99821,1.559094,1804,https://eivissa.tib.org/web/cie/parades/-/parada/1020
633,1021,Cala Pada (1021),,38.998146,1.558852,1793,https://eivissa.tib.org/web/cie/parades/-/parada/1021
634,1022,Ca n'Andreuet (1022),,38.996803,1.544009,2103,https://eivissa.tib.org/web/cie/parades/-/parada/1022
635,1023,Ca n'Andreuet (1023),,38.996925,1.543965,2085,https://eivissa.tib.org/web/cie/parades/-/parada/1023
636,1008,Ca na Marca (1008),,38.976048,1.441937,2165,https://eivissa.tib.org/web/cie/parades/-/parada/1008
637,1009,Ca na Negreta (1009),,38.946568,1.444708,1626,https://eivissa.tib.org/web/cie/parades/-/parada/1009
638,1010,Ca na Negreta (1010),,38.9468,1.444641,1778,https://eivissa.tib.org/web/cie/parades/-/parada/1010
639,1011,Ca na Pepeta (1011),,39.0331,1.49035,2062,https://eivissa.tib.org/web/cie/parades/-/parada/1011
640,1012,Ca na Pepeta (1012),,39.033363,1.490369,2172,https://eivissa.tib.org/web/cie/parades/-/parada/1012
641,1013,Ca Na Vica (1013),,38.98146,1.483311,1648,https://eivissa.tib.org/web/cie/parades/-/parada/1013
642,1014,Ca Na Vica (1014),,38.98158,1.483276,1624,https://eivissa.tib.org/web/cie/parades/-/parada/1014
644,1002,H. Club Siesta (1002),,38.977833,1.526751,2023,https://eivissa.tib.org/web/cie/parades/-/parada/1002
646,1007,Ca na Marca (1007),,38.97615,1.44198,2189,https://eivissa.tib.org/web/cie/parades/-/parada/1007
656,6016,CETIS (6016),,38.9119,1.424784,12340,https://eivissa.tib.org/web/cie/parades/-/parada/6016
657,286,sa Carrossa (286),,38.907932,1.437579,12371,https://eivissa.tib.org/web/cie/parades/-/parada/286
663,6014,camí des Fil (6014),,39.006676,1.488202,2194,https://eivissa.tib.org/web/cie/parades/-/parada/6014
664,6015,camí des Fil (6015),,39.005135,1.48806,2195,https://eivissa.tib.org/web/cie/parades/-/parada/6015
676,6017,Centre de Salut (6017),,38.96708,1.2906375,2197,https://eivissa.tib.org/web/cie/parades/-/parada/6017
678,6018,"Av. de Sant Agustí, 26 (6018)",,38.965088,1.302761,2198,https://eivissa.tib.org/web/cie/parades/-/parada/6018
679,6019,"Av. de Sant Agustí, 16 (6019)",,38.96569,1.298779,2199,https://eivissa.tib.org/web/cie/parades/-/parada/6019
680,6020,"C. de Jaén, 29 (6020)",,38.96673,1.288572,2207,https://eivissa.tib.org/web/cie/parades/-/parada/6020
681,6021,IES Sant Agustí (6021),Carrer de Jaén,38.950027,1.291226,2206,https://eivissa.tib.org/web/cie/parades/-/parada/6021
682,6022,"Av. Diputat Josep Ribas, 23 (6022)",,38.920574,1.300223,2202,https://eivissa.tib.org/web/cie/parades/-/parada/6022
683,6023,CEIP L'Urgell (6023),Av. Diputat Josep Ribas,38.918934,1.304689,2203,https://eivissa.tib.org/web/cie/parades/-/parada/6023
684,6024,Av. Diputat Josep Ribas (6024),,38.9156,1.310461,2205,https://eivissa.tib.org/web/cie/parades/-/parada/6024
685,7021,IES Sant Agustí (7021),,38.951283,1.29074,2201,https://eivissa.tib.org/web/cie/parades/-/parada/7021
686,7020,"C. de Jaén, 29 (7020)",,38.966824,1.288637,2200,https://eivissa.tib.org/web/cie/parades/-/parada/7020
687,7017,Centre de Salut (7017),Av Sant Agustí 85,38.966965,1.2907661,2208,https://eivissa.tib.org/web/cie/parades/-/parada/7017
688,7019,"Av. de Sant Agustí, 55 (7019)",,38.96578,1.297222,2209,https://eivissa.tib.org/web/cie/parades/-/parada/7019
689,7018,"Av. de Sant Agustí, 25 (7018)",,38.964985,1.3021,2210,https://eivissa.tib.org/web/cie/parades/-/parada/7018
690,7022,"Av. Diputat Josep Ribas, 23 (7022)",,38.920612,1.300265,2211,https://eivissa.tib.org/web/cie/parades/-/parada/7022
691,7023,CEIP L'Urgell (7023),,38.91898,1.304727,2213,https://eivissa.tib.org/web/cie/parades/-/parada/7023
692,7024,Av. Diputat Josep Ribas (7024),,38.915653,1.31052,2212,https://eivissa.tib.org/web/cie/parades/-/parada/7024
702,240,Can Agustí (240),,38.976334,1.382181,2215,https://eivissa.tib.org/web/cie/parades/-/parada/240
712,8001,Estació de Sant Antoni (8001),,38.98139,1.306801,12217,https://eivissa.tib.org/web/cie/parades/-/parada/8001
713,8002,Policia Municipal (8002),,38.978405,1.316333,12218,https://eivissa.tib.org/web/cie/parades/-/parada/8002
714,8003,ses Païsses (8003),,38.976955,1.323258,12219,https://eivissa.tib.org/web/cie/parades/-/parada/8003
715,8004,Can Guillemó (8004),,38.97481,1.332832,12220,https://eivissa.tib.org/web/cie/parades/-/parada/8004
716,8005,"s'Olivera, Can Tumas  (8005)",,38.973347,1.340463,12221,https://eivissa.tib.org/web/cie/parades/-/parada/8005
717,8006,"sa Casilla, Sant Antoni (8006)",,38.97145,1.349374,12222,https://eivissa.tib.org/web/cie/parades/-/parada/8006
718,8007,Cooperativa Hostelera (8007),,38.967655,1.367733,12223,https://eivissa.tib.org/web/cie/parades/-/parada/8007
719,8008,Can Begot (8008),,38.965767,1.374881,12224,https://eivissa.tib.org/web/cie/parades/-/parada/8008
720,8009,Can Parentona (8009),,38.96435,1.384445,12225,https://eivissa.tib.org/web/cie/parades/-/parada/8009
721,8010,Sant Rafel (8010),,38.96166,1.39575,12226,https://eivissa.tib.org/web/cie/parades/-/parada/8010
722,8011,Privilege (8011),,38.95734,1.402736,12227,https://eivissa.tib.org/web/cie/parades/-/parada/8011
723,8012,Can Pep Xico (8012),,38.950394,1.407668,12228,https://eivissa.tib.org/web/cie/parades/-/parada/8012
1748,6077,Sant Carles (6077),,39.03309,1.56491,12656,https://eivissa.tib.org/web/cie/parades/-/parada/6077
724,8013,Amnesia (8013),,38.94817,1.408639,12229,https://eivissa.tib.org/web/cie/parades/-/parada/8013
725,8014,Porcelanosa (8014),,38.94351,1.411343,12230,https://eivissa.tib.org/web/cie/parades/-/parada/8014
726,8015,sa Coma (8015),,38.934822,1.41652,12231,https://eivissa.tib.org/web/cie/parades/-/parada/8015
727,8016,Can Negre (8016),,38.927116,1.421298,12232,https://eivissa.tib.org/web/cie/parades/-/parada/8016
728,8017,IES sa Blanca Dona (8017),,38.92081,1.425079,12233,https://eivissa.tib.org/web/cie/parades/-/parada/8017
729,8018,Recinte Firal (8018),,38.91679,1.427355,12234,https://eivissa.tib.org/web/cie/parades/-/parada/8018
1754,6078,Santa Eulària (6078),,38.985573,1.532744,12658,https://eivissa.tib.org/web/cie/parades/-/parada/6078
733,9018,Recinte Firal (9018),,38.918507,1.426722,12238,https://eivissa.tib.org/web/cie/parades/-/parada/9018
734,9017,IES sa Blanca Dona (9017),,38.921825,1.424704,12239,https://eivissa.tib.org/web/cie/parades/-/parada/9017
735,9016,Can Negre (9016),,38.927834,1.421123,12240,https://eivissa.tib.org/web/cie/parades/-/parada/9016
736,9015,sa Coma (9015),,38.935013,1.416773,12241,https://eivissa.tib.org/web/cie/parades/-/parada/9015
737,9014,Porcelanosa (9014),,38.944187,1.411381,12242,https://eivissa.tib.org/web/cie/parades/-/parada/9014
738,9013,Amnesia (9013),,38.947006,1.409773,12243,https://eivissa.tib.org/web/cie/parades/-/parada/9013
739,9012,Bombers (9012),,38.95209,1.407386,12244,https://eivissa.tib.org/web/cie/parades/-/parada/9012
740,9011,Privilege (9011),,38.957584,1.402911,12227,https://eivissa.tib.org/web/cie/parades/-/parada/9011
741,9010,Sant Rafel (9010),,38.96206,1.395331,12246,https://eivissa.tib.org/web/cie/parades/-/parada/9010
742,9009,Can Parentona (9009),,38.964695,1.384277,12247,https://eivissa.tib.org/web/cie/parades/-/parada/9009
743,9008,Can Begot (9008),,38.96607,1.374977,12248,https://eivissa.tib.org/web/cie/parades/-/parada/9008
744,9007,Cooperativa Hostelera (9007),,38.967957,1.367665,12249,https://eivissa.tib.org/web/cie/parades/-/parada/9007
745,9006,"sa Casilla, Sant Antoni (9006)",,38.97166,1.349121,12250,https://eivissa.tib.org/web/cie/parades/-/parada/9006
746,9005,"s'Olivera, can Tomàs (9005)",,38.97358,1.340127,12251,https://eivissa.tib.org/web/cie/parades/-/parada/9005
747,9004,Can Guillemó (9004),,38.975452,1.331233,12252,https://eivissa.tib.org/web/cie/parades/-/parada/9004
748,9003,ses Païsses (9003),,38.977142,1.32313,12253,https://eivissa.tib.org/web/cie/parades/-/parada/9003
749,9002,Policia Municipal (9002),,38.978554,1.316231,12254,https://eivissa.tib.org/web/cie/parades/-/parada/9002
756,8028,Santa Eulària (8028),,38.985985,1.533527,12261,https://eivissa.tib.org/web/cie/parades/-/parada/8028
770,6027,Aparcament Cas Dominguets (6027),,38.917,1.42863,12272,https://eivissa.tib.org/web/cie/parades/-/parada/6027
771,6028,Aparcament des Gorg (6028),,38.91749,1.4352875,12273,https://eivissa.tib.org/web/cie/parades/-/parada/6028
772,6029,s'Olivera - zona comercial (6029),,38.92182,1.434231,70,https://eivissa.tib.org/web/cie/parades/-/parada/6029
773,6030,s'Olivera - zona escolar (6030),,38.92362,1.434303,70,https://eivissa.tib.org/web/cie/parades/-/parada/6030
777,6032,sa Blanca Dona (6032),,38.92158,1.426154,12277,https://eivissa.tib.org/web/cie/parades/-/parada/6032
1803,6080,"Ignasi Wallis, 16 (6080)",,38.910282,1.43156,12340,https://eivissa.tib.org/web/cie/parades/-/parada/6080
780,6035,Raspallar (escolar) (6035),,38.92335,1.429611,12280,https://eivissa.tib.org/web/cie/parades/-/parada/6035
1805,6082,AV Cala de Bou (6082),,38.96842,1.273444,35,https://eivissa.tib.org/web/cie/parades/-/parada/6082
781,6036,Port (escolar) (6036),,38.91107,1.43451,12281,https://eivissa.tib.org/web/cie/parades/-/parada/6036
1809,6084,encreuament Cala d’Hort (6084),,38.883507,1.233537,59,https://eivissa.tib.org/web/cie/parades/-/parada/6084
805,8044,"Av. de Sant Agustí, 16 (8044)",,38.965576,1.299185,12303,https://eivissa.tib.org/web/cie/parades/-/parada/8044
806,9044,"Av. de Sant Agustí, 55 (9044)",,38.965744,1.296954,12304,https://eivissa.tib.org/web/cie/parades/-/parada/9044
807,8045,Sant Josep (8045),,38.92169,1.293262,12305,https://eivissa.tib.org/web/cie/parades/-/parada/8045
808,9045,Sant Josep (9045),,38.921844,1.29272,12306,https://eivissa.tib.org/web/cie/parades/-/parada/9045
809,8046,Sant Jordi (8046),,38.89144,1.397096,12307,https://eivissa.tib.org/web/cie/parades/-/parada/8046
815,6038,encreuament Cala Tarida (6038),,38.92203,1.2720515,12311,https://eivissa.tib.org/web/cie/parades/-/parada/6038
816,6039,Can Pou (6039),,38.903973,1.2338351,12312,https://eivissa.tib.org/web/cie/parades/-/parada/6039
817,6040,Vedella poble (6040),,38.91153,1.222334,69,https://eivissa.tib.org/web/cie/parades/-/parada/6040
818,6041,Can Bernat Xico (6041),,38.913055,1.2422252,12314,https://eivissa.tib.org/web/cie/parades/-/parada/6041
827,6045,Can Roques Caraveres (6045),,38.905388,1.285163,12320,https://eivissa.tib.org/web/cie/parades/-/parada/6045
828,7045,Can Roques Caraveres (7045),,38.905468,1.285299,12322,https://eivissa.tib.org/web/cie/parades/-/parada/7045
829,6046,Can Mestre (6046),,38.890575,1.279252,12321,https://eivissa.tib.org/web/cie/parades/-/parada/6046
830,7046,Can Mestre (7046),,38.89025,1.279199,12323,https://eivissa.tib.org/web/cie/parades/-/parada/7046
835,7047,Es Cucó (rotonda) (7047),,38.956554,1.27217,76,https://eivissa.tib.org/web/cie/parades/-/parada/7047
850,6050,Policia Nacional (6050),"Av. de la Pau, s/n",38.90854,1.42155,12340,https://eivissa.tib.org/web/cie/parades/-/parada/6050
851,7050,Policia Nacional (7050),"Av. de la Pau, s/n",38.908524,1.421848,12340,https://eivissa.tib.org/web/cie/parades/-/parada/7050
856,6051,Hospital Can Misses (6051),,38.914673,1.42091,12340,https://eivissa.tib.org/web/cie/parades/-/parada/6051
857,7051,Hospital Can Misses (7051),,38.914906,1.419781,12340,https://eivissa.tib.org/web/cie/parades/-/parada/7051
868,7038,Es Cap de Sa Tanca (7038),Ctra. Cala Tarida (Cruïlla Ctra. Cala Vedella),38.921806,1.271573,12339,https://eivissa.tib.org/web/cie/parades/-/parada/7038
870,6055,Aparcament des Gorg (6055),"Ctra Ibiza-portinatx, 2344",38.917046,1.436099,12341,https://eivissa.tib.org/web/cie/parades/-/parada/6055
871,9049,Ca na Negreta (9049),,38.946568,1.444708,12342,https://eivissa.tib.org/web/cie/parades/-/parada/9049
872,8048,Sant Joan (8048),,39.077312,1.512538,12343,https://eivissa.tib.org/web/cie/parades/-/parada/8048
873,8049,Ca na Negreta (8049),,38.9468,1.444641,12344,https://eivissa.tib.org/web/cie/parades/-/parada/8049
887,6056,Comandància de Marina (6056),,38.916527,1.438202,12340,https://eivissa.tib.org/web/cie/parades/-/parada/6056
910,6059,Teatre Pereira (6059),,38.90905,1.435053,12349,https://eivissa.tib.org/web/cie/parades/-/parada/6059
911,6060,"C. de Pere Sala, 3 (6060)",,38.90891,1.434663,12350,https://eivissa.tib.org/web/cie/parades/-/parada/6060
912,6061,Multicines (6061),,38.911793,1.421614,12351,https://eivissa.tib.org/web/cie/parades/-/parada/6061
913,6062,Centre de Salut (6062),,38.902534,1.412756,12352,https://eivissa.tib.org/web/cie/parades/-/parada/6062
914,6063,cementeri Vell (6063),,38.90337,1.417975,12353,https://eivissa.tib.org/web/cie/parades/-/parada/6063
919,6065,Residència Can Raspalls (6065),,38.900368,1.401261,12355,https://eivissa.tib.org/web/cie/parades/-/parada/6065
920,7065,Residència Can Raspalls (7065),,38.899998,1.401297,12356,https://eivissa.tib.org/web/cie/parades/-/parada/7065
921,6066,Can Raspalls (6066),,38.89684,1.401825,12357,https://eivissa.tib.org/web/cie/parades/-/parada/6066
922,7066,Can Raspalls (7066),,38.89661,1.40152,12358,https://eivissa.tib.org/web/cie/parades/-/parada/7066
925,6067,C. de les Margalides (6067),,38.97545,1.527668,12359,https://eivissa.tib.org/web/cie/parades/-/parada/6067
926,6068,Plaça de Suïssa (6068),,38.987667,1.528145,12360,https://eivissa.tib.org/web/cie/parades/-/parada/6068
927,6069,Escoleta Blancanieves (6069),,38.987972,1.524559,12361,https://eivissa.tib.org/web/cie/parades/-/parada/6069
928,6070,Policia Municipal (6070),,38.985626,1.528346,12362,https://eivissa.tib.org/web/cie/parades/-/parada/6070
930,7071,Es Mercat (7071),,38.985397,1.532598,12364,https://eivissa.tib.org/web/cie/parades/-/parada/7071
931,6073,H. Tres Torres (6073),,38.986942,1.539404,12365,https://eivissa.tib.org/web/cie/parades/-/parada/6073
932,6072,Centre de Salut (6072),,38.987724,1.537444,12366,https://eivissa.tib.org/web/cie/parades/-/parada/6072
933,6074,Mercadona (6074),,38.98927,1.543935,12367,https://eivissa.tib.org/web/cie/parades/-/parada/6074
934,6075,Poliesportiu (6075),,38.993855,1.537629,12368,https://eivissa.tib.org/web/cie/parades/-/parada/6075
935,6076,Punt Groc (6076),,38.995636,1.534155,12369,https://eivissa.tib.org/web/cie/parades/-/parada/6076
936,7070,Policia Municipal (7070),,38.98605,1.528346,12370,https://eivissa.tib.org/web/cie/parades/-/parada/7070

